season,feature_set,model_label,input_start_date,input_end_date,target_horizon_index,target_date,n_plots,observed_total_yield_g,predicted_total_yield_g,last_observed_total_yield_baseline_g,mean_observed_history_total_yield_baseline_g,aggregate_error_g,aggregate_abs_error_g,validation_scope,evaluation_warning
2324,paper_informed_nonreactive,Ridge,2024-01-08,2024-02-06,3,2024-02-27,40,15085.0,15428.139025437138,15791.0,8219.2,343.1390254371381,343.1390254371381,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Training horizon mean baseline,2024-01-08,2024-02-06,1,2024-02-13,40,16988.0,16988.0,15791.0,8219.2,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Training horizon mean baseline,2024-01-08,2024-02-06,2,2024-02-20,40,11512.0,11512.0,15791.0,8219.2,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Training horizon mean baseline,2024-01-08,2024-02-06,3,2024-02-27,40,15085.0,15085.0,15791.0,8219.2,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Zero yield baseline,2024-01-08,2024-02-06,1,2024-02-13,40,16988.0,0.0,15791.0,8219.2,-16988.0,16988.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Zero yield baseline,2024-01-08,2024-02-06,2,2024-02-20,40,11512.0,0.0,15791.0,8219.2,-11512.0,11512.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2324,paper_informed_nonreactive,Zero yield baseline,2024-01-08,2024-02-06,3,2024-02-27,40,15085.0,0.0,15791.0,8219.2,-15085.0,15085.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,921.0077030812324,487.0,457.95,-18.99229691876758,18.99229691876758,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2225.3314659197013,487.0,457.95,-30.66853408029874,30.66853408029874,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1089.3632119514473,487.0,457.95,-9.636788048552717,9.636788048552717,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Cultivar horizon mean baseline,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2122.142623716153,487.0,457.95,-3.857376283846861,3.857376283846861,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,ElasticNet,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,856.56349139573,487.0,457.95,-83.43650860426999,83.43650860426999,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,ElasticNet,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2116.7983803662646,487.0,457.95,-139.2016196337354,139.2016196337354,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,ElasticNet,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,949.2425272405943,487.0,457.95,-149.7574727594057,149.7574727594057,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,ElasticNet,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2282.0441173830604,487.0,457.95,156.04411738306044,156.04411738306044,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Extra Trees,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,917.9052410726815,487.0,457.95,-22.09475892731848,22.09475892731848,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Extra Trees,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2312.1497188570233,487.0,457.95,56.149718857023345,56.149718857023345,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Extra Trees,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1063.2454510342598,487.0,457.95,-35.75454896574024,35.75454896574024,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Extra Trees,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2144.009800309168,487.0,457.95,18.009800309167986,18.009800309167986,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Gradient Boosting,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,813.2585778543282,487.0,457.95,-126.74142214567178,126.74142214567178,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Gradient Boosting,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2393.3126982889344,487.0,457.95,137.31269828893437,137.31269828893437,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Gradient Boosting,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1084.0313090563275,487.0,457.95,-14.968690943672527,14.968690943672527,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Gradient Boosting,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2184.969370042311,487.0,457.95,58.96937004231086,58.96937004231086,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,HistGradientBoosting,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,940.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,HistGradientBoosting,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2256.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,HistGradientBoosting,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1099.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,HistGradientBoosting,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2126.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Last observed week-5 yield baseline,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,487.0,487.0,457.95,-453.0,453.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Last observed week-5 yield baseline,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,487.0,487.0,457.95,-1769.0,1769.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Last observed week-5 yield baseline,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,487.0,487.0,457.95,-612.0,612.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Last observed week-5 yield baseline,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,487.0,487.0,457.95,-1639.0,1639.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Observed 5-week mean yield baseline,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,457.95,487.0,457.95,-482.05,482.05,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Observed 5-week mean yield baseline,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,457.95,487.0,457.95,-1798.05,1798.05,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Observed 5-week mean yield baseline,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,457.95,487.0,457.95,-641.05,641.05,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Observed 5-week mean yield baseline,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,457.95,487.0,457.95,-1668.05,1668.05,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Random Forest,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,902.9777411662411,487.0,457.95,-37.02225883375888,37.02225883375888,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Random Forest,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2291.0210594590594,487.0,457.95,35.021059459059416,35.021059459059416,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Random Forest,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1076.0663805268805,487.0,457.95,-22.933619473119506,22.933619473119506,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Random Forest,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2135.0544270217797,487.0,457.95,9.054427021779702,9.054427021779702,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Ridge,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,856.9163416417356,487.0,457.95,-83.08365835826442,83.08365835826442,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Ridge,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2276.7433984702066,487.0,457.95,20.743398470206557,20.743398470206557,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Ridge,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,998.4274350383395,487.0,457.95,-100.57256496166053,100.57256496166053,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Ridge,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2215.945692833575,487.0,457.95,89.94569283357487,89.94569283357487,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Training horizon mean baseline,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,940.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Training horizon mean baseline,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,2256.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Training horizon mean baseline,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,1099.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Training horizon mean baseline,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,2126.0,487.0,457.95,0.0,0.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Zero yield baseline,2025-01-07,2025-02-05,1,2025-02-12,40,940.0,0.0,487.0,457.95,-940.0,940.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Zero yield baseline,2025-01-07,2025-02-05,2,2025-02-20,40,2256.0,0.0,487.0,457.95,-2256.0,2256.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Zero yield baseline,2025-01-07,2025-02-05,3,2025-02-26,40,1099.0,0.0,487.0,457.95,-1099.0,1099.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
2425,paper_informed_nonreactive,Zero yield baseline,2025-01-07,2025-02-05,4,2025-03-05,40,2126.0,0.0,487.0,457.95,-2126.0,2126.0,full_field_reconstructed_oof_curve_illustrative_not_for_selection,Illustrative only: summing all out-of-fold predictions can create arithmetic artefacts for fold-wise training-mean baselines. Use aggregate_fold metrics for selection.
