date,tagged_fruit_id,value,year,measurement_type,source_file
2022-10-11,0,16.34,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,0,6.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,0,15.9,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,0,16.11,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,0,15.04,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,1,10.88,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,1,12.77,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,1,15.73,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,1,21.36,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,1,23.56,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,1,4.07,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,1,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,1,12.07,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,1,14.52,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,1,17.54,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,1,16.78,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,1,5.26,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,1,4.13,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,1,4.48,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,1,4.5,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,1,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,1,8.19,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,1,9.3,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,1,11.06,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,1,13.56,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,1,17.77,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,1,18.81,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,1,3.08,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,1,12.28,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,1,14.57,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,1,22.21,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,2,9.72,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,2,13.72,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,2,16.79,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,2,20.44,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,2,9.43,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,2,10.72,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,2,13.04,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,2,18.06,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,2,20.94,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,2,22.74,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,2,21.14,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,2,17.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,2,18.79,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,2,20.78,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,2,5.04,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,2,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,2,7.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,2,6.86,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,2,8.91,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,2,13.34,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,2,15.93,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,2,18.32,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,2,11.45,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,2,8.35,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,2,10.62,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,2,17.48,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,3,7.79,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,3,9.77,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,3,9.43,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,3,16.89,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,3,22.35,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,3,25.16,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,3,24.06,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,3,17.59,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,3,21.16,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,3,24.87,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,3,22.29,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,3,10.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,3,13.17,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,3,13.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,3,9.89,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,3,14.43,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,3,15.98,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,3,18.89,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,3,18.7,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,3,6.09,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,3,6.51,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,3,7.71,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,3,3.77,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,3,12.3,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,3,11.25,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,3,11.63,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,4,8.05,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,4,9.44,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,4,11.97,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,4,16.97,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,4,22.28,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,4,21.26,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,4,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,4,10.17,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,4,11.97,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,4,15.86,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,4,19.98,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,4,20.74,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,4,9.84,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,4,11.17,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,4,13.98,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,4,16.15,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,4,16.67,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,4,4.48,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,4,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,4,14.08,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,4,16.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,4,17.48,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,4,6.3,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,4,7.81,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,4,7.27,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,4,12.67,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,5,8.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,5,10.37,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,5,13.04,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,5,20.5,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,5,22.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,5,10.54,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,5,15.93,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,5,18.54,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,5,18.04,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,5,12.46,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,5,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,5,19.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,5,25.85,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,5,32.45,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,5,11.62,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,5,23.09,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,5,21.1,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,5,19.36,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,5,11.85,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,5,16.19,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,5,21.86,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,5,23.1,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,5,12.62,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,5,17.8,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,5,18.93,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,5,6.02,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,6,11.6,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,6,16.7,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,6,21.69,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,6,22.45,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,6,9.67,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,6,10.75,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,6,16.35,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,6,18.9,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,6,13.89,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,6,18.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,6,21.98,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,6,18.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,6,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,6,7.69,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,6,9.26,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,6,14.06,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,6,17.18,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,6,19.02,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,6,10.53,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,6,16.45,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,6,20.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,6,23.84,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,6,10.29,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,6,14.05,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,6,16.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,6,17.78,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,7,12.44,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,7,16.75,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,7,21.84,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,7,23.32,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,7,11.32,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,7,11.22,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,7,21.17,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,7,26.64,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,7,27.29,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,7,7.81,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,7,11.19,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,7,21.23,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,7,25.43,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,7,26.34,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,7,10.61,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,7,14.83,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,7,17.16,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,7,22.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,7,24.92,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,7,26.63,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,7,9.86,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,7,11.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,7,12.69,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,7,17.2,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,7,19.35,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,7,21.28,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,8,13.84,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,8,20.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,8,23.26,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,8,15.74,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,8,20.65,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,8,26.57,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,8,27.47,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,8,29.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,8,10.4,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,8,14.62,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,8,22.33,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,8,21.25,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,8,20.07,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,8,25.22,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,8,12.36,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,8,16.84,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,8,21.5,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,8,25.41,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,8,6.71,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,8,10.31,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,8,11.92,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,8,13.75,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,8,17.6,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,8,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,8,25.42,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,8,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,9,9.42,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,9,11.97,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,9,12.13,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,9,18.93,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,9,24.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,9,24.19,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,9,25.66,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,9,12.61,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,9,17.12,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,9,20.72,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,9,22.16,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,9,8.17,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,9,11.73,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,9,16.48,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,9,20.31,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,9,24.49,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,9,9.93,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,9,11.2,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,9,14.39,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,9,21.57,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,9,24.22,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,9,25.47,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,9,7.3,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,9,9.58,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,9,13.82,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,9,10.62,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,10,10.35,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,10,15.45,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,10,17.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,10,19.16,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,10,7.87,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,10,12.51,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,10,17.2,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,10,17.36,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,10,17.99,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,10,22.75,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,10,25.75,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,10,12.25,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,10,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,10,14.89,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,10,19.46,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,10,23.91,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,10,18.5,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,10,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-30,10,8.03,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-04,10,11.28,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-07,10,15.88,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-11,10,17.66,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-14,10,10.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-18,10,14.53,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-10-21,10,16.97,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-11-01,10,16.2,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-22,11,12.42,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-26,11,16.8,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-07-29,11,19.55,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-02,11,24.86,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-05,11,12.1,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-09,11,17.99,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-12,11,22.2,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-16,11,14.76,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-19,11,19.7,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-23,11,23.81,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-08-30,11,17.87,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-06,11,7.81,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-09,11,,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-13,11,11.21,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-16,11,13.34,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-20,11,20.3,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-23,11,24.8,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
2022-09-27,11,29.29,2022,tagged_diameter_mm,data_taggedFruit_diameter_2022.csv
