year,date,tagged_diameter_mm_n_records,tagged_diameter_mm_n_non_missing,tagged_diameter_mm_mean,tagged_diameter_mm_median,tagged_diameter_mm_std,tagged_diameter_mm_min,tagged_diameter_mm_max,tagged_diameter_mm_p10,tagged_diameter_mm_p90,tagged_fresh_matter_g_n_records,tagged_fresh_matter_g_n_non_missing,tagged_fresh_matter_g_mean,tagged_fresh_matter_g_median,tagged_fresh_matter_g_std,tagged_fresh_matter_g_min,tagged_fresh_matter_g_max,tagged_fresh_matter_g_p10,tagged_fresh_matter_g_p90,tagged_length_mm_n_records,tagged_length_mm_n_non_missing,tagged_length_mm_mean,tagged_length_mm_median,tagged_length_mm_std,tagged_length_mm_min,tagged_length_mm_max,tagged_length_mm_p10,tagged_length_mm_p90,tagged_lifespan_code_n_records,tagged_lifespan_code_n_non_missing,tagged_lifespan_code_mean,tagged_lifespan_code_median,tagged_lifespan_code_std,tagged_lifespan_code_min,tagged_lifespan_code_max,tagged_lifespan_code_p10,tagged_lifespan_code_p90,tagged_diameter_mm_mean_change_since_previous_date,tagged_diameter_mm_mean_pct_change_since_previous_date,tagged_diameter_mm_median_change_since_previous_date,tagged_diameter_mm_median_pct_change_since_previous_date,tagged_length_mm_mean_change_since_previous_date,tagged_length_mm_mean_pct_change_since_previous_date,tagged_length_mm_median_change_since_previous_date,tagged_length_mm_median_pct_change_since_previous_date,tagged_fresh_matter_g_mean_change_since_previous_date,tagged_fresh_matter_g_mean_pct_change_since_previous_date,tagged_lifespan_code_mean_change_since_previous_date,tagged_lifespan_code_mean_pct_change_since_previous_date
2023,2023-08-17,20,18,10.77888888888889,7.605,6.743857238814916,5.98,26.62,6.393999999999999,23.303,20.0,3.0,8.106666666666667,8.4,2.741793816707108,5.23,10.69,5.864000000000001,10.232,20.0,18.0,13.110000000000001,9.23,8.963575310831118,6.35,34.06,6.732,28.906000000000002,20.0,15.0,1.8,2.0,0.4140393356054125,1.0,2.0,1.0,2.0,-8.656111111111109,-44.538775976903054,-15.145,-66.57142857142857,-11.12611111111111,-45.90716332378223,-18.995,-67.29849424269266,-1.2400000000000002,-13.266761768901569,0.4666666666666668,35.00000000000001
2023,2023-08-21,20,13,9.570769230769232,8.59,2.7853798709764934,6.58,15.04,6.928,14.15,20.0,0.0,,,,,,,,20.0,13.0,11.835384615384616,10.9,4.475186430724824,7.08,23.94,7.954000000000001,16.238000000000003,20.0,15.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,-1.2081196581196583,-11.208202167897042,0.9849999999999994,12.952005259697552,-1.2746153846153856,-9.722466701871745,1.67,18.0931744312026,,,0.19999999999999996,11.111111111111116
2023,2023-08-24,20,16,10.764375,9.684999999999999,3.590119717131078,6.83,19.35,7.585,16.045,20.0,1.0,4.33,4.33,,4.33,4.33,4.33,4.33,20.0,16.0,13.045625,10.875,5.537067778466626,7.47,29.04,9.01,18.64,20.0,17.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.1936057692307678,12.471367143546042,1.0949999999999989,12.747380675203711,1.2102403846153837,10.225610945014951,-0.025000000000000355,-0.2293577981651418,,,0.0,0.0
2023,2023-08-27,20,18,10.893333333333334,10.2,4.165259684016607,6.1,21.28,6.421,16.623,20.0,0.0,,,,,,,,20.0,18.0,13.095555555555556,11.985,5.061114992501183,5.99,26.2,7.867000000000001,19.528000000000002,20.0,17.0,2.0588235294117645,2.0,0.24253562503633294,2.0,3.0,2.0,2.0,0.12895833333333506,1.1980104124329927,0.5150000000000006,5.3175012906556685,0.04993055555555692,0.3827379336410308,1.1099999999999994,10.206896551724132,,,0.0588235294117645,2.941176470588225
2023,2023-08-31,20,18,14.688333333333333,13.355,6.309593302825375,6.03,27.66,8.543,23.747000000000003,20.0,2.0,7.449999999999999,7.449999999999999,1.5414927829866731,6.36,8.54,6.578,8.322,20.0,18.0,16.79222222222222,15.575,6.940432734055399,5.85,31.52,9.139000000000001,26.527,20.0,17.0,2.0588235294117645,2.0,0.24253562503633294,2.0,3.0,2.0,2.0,3.794999999999998,34.837821297429606,3.155000000000001,30.93137254901963,3.6966666666666654,28.228406584082812,3.59,29.954109303295784,,,0.0,0.0
2023,2023-09-05,20,18,16.586111111111112,16.905,6.9024711166610375,5.61,26.73,6.376,24.204,20.0,6.0,5.998333333333334,5.515000000000001,2.0541510817529143,3.79,8.51,4.02,8.46,20.0,18.0,19.215,19.41,8.062152865303993,6.0,32.42,6.859,29.743,20.0,15.0,2.066666666666667,2.0,0.25819888974716115,2.0,3.0,2.0,2.0,1.8977777777777796,12.920307122054563,3.5500000000000007,26.581804567577684,2.422777777777778,14.42797591477536,3.835000000000001,24.622792937399684,-1.4516666666666653,-19.48545861297537,0.007843137254902377,0.3809523809523929
2023,2023-09-09,20,15,14.293333333333333,15.36,7.4854474688908095,5.43,25.92,5.868,23.096,20.0,2.0,5.165,5.165,3.0759144981614814,2.99,7.34,3.4250000000000003,6.905,20.0,15.0,17.354,18.56,9.754993446581967,6.16,35.86,6.872,27.694,20.0,10.0,2.2,2.0,0.42163702135578385,2.0,3.0,2.0,3.0,-2.292777777777779,-13.82348015407805,-1.5450000000000017,-9.13930789707188,-1.8610000000000007,-9.685141816289356,-0.8500000000000014,-4.37918598660485,-0.8333333333333339,-13.892747985551546,0.1333333333333333,6.451612903225801
2023,2023-09-13,20,15,13.867333333333333,9.7,8.499518865934764,4.36,28.35,5.46,25.616,20.0,4.0,7.242,5.884,3.8714634614488266,4.34,12.86,4.562,11.0084,20.0,15.0,17.314,13.97,10.878707118560946,5.59,37.67,6.828,31.080000000000002,20.0,8.0,2.25,2.0,0.46291004988627565,2.0,3.0,2.0,3.0,-0.42600000000000016,-2.980410447761195,-5.66,-36.848958333333336,-0.03999999999999915,-0.23049441051053998,-4.589999999999998,-24.730603448275858,2.077,40.212971926427876,0.04999999999999982,2.2727272727272707
2023,2023-09-17,20,14,11.185714285714285,8.579999999999998,7.268148335014925,5.28,28.8,5.747,22.220000000000013,20.0,2.0,10.434999999999999,10.434999999999999,3.273904396893716,8.12,12.75,8.582999999999998,12.287,20.0,14.0,13.814285714285713,11.245,8.271065147930988,6.25,33.97,6.619,24.83900000000001,20.0,4.0,2.5,2.5,0.5773502691896257,2.0,3.0,2.0,3.0,-2.681619047619048,-19.337669205464024,-1.120000000000001,-11.546391752577334,-3.499714285714287,-20.213204838363673,-2.7250000000000014,-19.5060844667144,3.1929999999999987,44.09003037834851,0.25,11.111111111111116
2023,2023-09-21,20,14,10.562142857142858,9.215,4.394981716197951,5.54,19.59,6.383,15.793000000000001,20.0,0.0,,,,,,,,20.0,14.0,13.342142857142857,11.865,5.391520662572393,6.77,22.59,7.392,21.108000000000004,20.0,2.0,2.5,2.5,0.7071067811865476,2.0,3.0,2.1,2.9,-0.6235714285714273,-5.574712643678148,0.6350000000000016,7.400932400932425,-0.4721428571428561,-3.417786970010339,0.620000000000001,5.513561582925752,,,0.0,0.0
2023,2023-09-24,20,15,11.981333333333334,9.57,5.506388324569234,6.04,24.34,6.844,18.578,20.0,0.0,,,,,,,,20.0,15.0,14.817333333333332,13.55,6.758797934826098,5.86,26.35,7.196,24.496,20.0,2.0,2.5,2.5,0.7071067811865476,2.0,3.0,2.1,2.9,1.419190476190476,13.436577173643505,0.3550000000000004,3.85241454150842,1.475190476190475,11.056623302460867,1.6850000000000005,14.201432785503588,,,0.0,0.0
2023,2023-09-28,20,15,13.536666666666667,10.51,6.977547324573776,6.11,26.79,6.772,23.418,20.0,2.0,6.140000000000001,6.140000000000001,2.8708535316173824,4.11,8.17,4.516,7.764,20.0,15.0,17.20266666666667,14.92,8.177743721892512,6.56,29.47,8.448,28.688,20.0,2.0,2.5,2.5,0.7071067811865476,2.0,3.0,2.1,2.9,1.5553333333333335,12.98130425105719,0.9399999999999995,9.822361546499469,2.385333333333337,16.098263295239846,1.3699999999999992,10.110701107011067,,,0.0,0.0
